epoch,train_loss,test_loss,test_accuracy,dropout_probability
1,0.016032141517121453,1.638807698855315,38.48340503995083,0.6
2,0.008557136077976674,0.6837517645143627,77.40473263675476,0.6
3,0.004553668983790708,0.4639574729670904,85.86739397664412,0.6
4,0.003195333085325756,0.4204736913576695,87.04287031346036,0.6
5,0.0026006633094304257,0.34207707295479334,89.86631837738169,0.6
6,0.002205694510755556,0.31605985520731544,90.63460356484327,0.6
7,0.0019183624513169732,0.34045833301602807,90.41180086047942,0.6
8,0.001652353100193571,0.29539852283011203,91.69483712354025,0.6
9,0.00145349837364134,0.290584503248856,91.76014136447449,0.6
10,0.001245475331662349,0.2809176474315078,92.13275968039336,0.6
11,0.0010726228671900195,0.3040982848966349,91.84081130915796,0.6
12,0.0009178109380453453,0.2929304069584692,92.67824216349109,0.6
13,0.0007961820126306412,0.3308780385294646,91.78703134603565,0.6
14,0.0006959058524267053,0.33450042651926143,91.9598955132145,0.6
15,0.0005820962948913824,0.3570747856135447,91.89843269821758,0.6
16,0.0005432012012369459,0.33860162818219375,92.32098955132145,0.6
17,0.0004510288509748411,0.36455400252386183,91.69099569760294,0.6
18,0.00042245466183369983,0.3935566675318628,92.17117393976645,0.6
19,0.00036643201431518936,0.373745179718524,92.47464658881377,0.6
20,0.0003308631849554293,0.3690879372782552,92.37476951444376,0.6
21,0.00032349405802672645,0.384445948914362,92.04824830977259,0.6
22,0.00028552865333913275,0.39462953179470217,92.25568531038722,0.6
23,0.0002697698092690195,0.4516505843375311,91.48355869698833,0.6
24,0.00023969679429044192,0.4373768136482262,92.29409956976029,0.6
25,0.0002233571529243168,0.40318155904159125,92.3939766441303,0.6
26,0.00021233477108185863,0.4132639903119538,92.22495390288876,0.6
27,0.0001825643905948354,0.45615971828430213,91.57575291948372,0.6
28,0.00019444516995508276,0.44693047852331536,91.5181315304241,0.6
29,0.00018810863932021613,0.42959593905945387,92.42854947756608,0.6
30,0.00015807105179319752,0.4589037294393679,91.59880147510756,0.6
